Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price per box,Month,Year,Month-Year,Sales Category,Sales Perfomrance,Region
Jan Morforth,UK,Caramel Stuffed Bars,8/2/2022,3094,468,6.611111111,Aug,2022,Aug-2022,Low,Standard,Europe
Brien Boise,New Zealand,70% Dark Bites,6/15/2022,7231,130,55.62307692,Jun,2022,Jun-2022,Meduim,Standard,Others
Oby Sorrel,India,85% Dark Bars,7/5/2022,8981,130,69.08461538,Jul,2022,Jul-2022,Meduim,Standard,Asia
Kaine Padly,New Zealand,Smooth Sliky Salty,4/12/2022,7,518,0.013513514,Apr,2022,Apr-2022,Low,Standard,Others
Gigi Bohling,Australia,70% Dark Bites,8/18/2022,1372,105,13.06666667,Aug,2022,Aug-2022,Low,Standard,Oceania
Jan Morforth,UK,50% Dark Bites,1/12/2022,5250,293,17.91808874,Jan,2022,Jan-2022,Meduim,Standard,Europe
Gunar Cockshoot,Canada,White Choc,8/11/2022,7560,15,504,Aug,2022,Aug-2022,Meduim,Standard,Others
Jehu Rudeforth,Australia,Spicy Special Slims,1/13/2022,5012,384,13.05208333,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Husein Augar,UK,Baker's Choco Chips,4/29/2022,3038,135,22.5037037,Apr,2022,Apr-2022,Low,Standard,Europe
Rafaelita Blaksland,New Zealand,After Nines,7/7/2022,1099,92,11.94565217,Jul,2022,Jul-2022,Low,Standard,Others
Madelene Upcott,New Zealand,Mint Chip Choco,3/11/2022,7413,4,1853.25,Mar,2022,Mar-2022,Meduim,Standard,Others
Madelene Upcott,UK,70% Dark Bites,2/16/2022,5397,239,22.58158996,Feb,2022,Feb-2022,Meduim,Standard,Europe
Barr Faughny,Australia,Organic Choco Syrup,1/7/2022,2303,33,69.78787879,Jan,2022,Jan-2022,Low,Standard,Oceania
Beverie Moffet,New Zealand,Drinking Coco,1/12/2022,1141,518,2.202702703,Jan,2022,Jan-2022,Low,Standard,Others
Beverie Moffet,India,Eclairs,6/9/2022,10325,147,70.23809524,Jun,2022,Jun-2022,High,High Performer,Asia
Andria Kimpton,India,Eclairs,5/16/2022,2149,84,25.58333333,May,2022,May-2022,Low,Standard,Asia
Gigi Bohling,UK,85% Dark Bars,6/23/2022,12362,94,131.5106383,Jun,2022,Jun-2022,High,High Performer,Europe
Roddy Speechley,UK,Raspberry Choco,1/28/2022,12635,194,65.12886598,Jan,2022,Jan-2022,High,High Performer,Europe
Dotty Strutley,UK,Mint Chip Choco,7/14/2022,2443,216,11.31018519,Jul,2022,Jul-2022,Low,Standard,Europe
Barr Faughny,Canada,Drinking Coco,4/18/2022,6237,247,25.25101215,Apr,2022,Apr-2022,Meduim,Standard,Others
Oby Sorrel,USA,Milk Bars,6/14/2022,1736,79,21.97468354,Jun,2022,Jun-2022,Low,Standard,Others
Oby Sorrel,UK,Orange Choco,4/15/2022,7315,237,30.8649789,Apr,2022,Apr-2022,Meduim,Standard,Europe
Curtice Advani,Canada,Peanut Butter Cubes,5/19/2022,4935,63,78.33333333,May,2022,May-2022,Low,Standard,Others
Gigi Bohling,India,White Choc,4/13/2022,1393,172,8.098837209,Apr,2022,Apr-2022,Low,Standard,Asia
Husein Augar,Canada,Choco Coated Almonds,8/15/2022,3381,408,8.286764706,Aug,2022,Aug-2022,Low,Standard,Others
Wilone O'Kielt,India,Choco Coated Almonds,8/22/2022,2933,233,12.58798283,Aug,2022,Aug-2022,Low,Standard,Asia
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4/22/2022,3836,59,65.01694915,Apr,2022,Apr-2022,Low,Standard,Others
Kaine Padly,UK,Choco Coated Almonds,8/3/2022,8022,123,65.2195122,Aug,2022,Aug-2022,Meduim,Standard,Europe
Dennison Crosswaite,New Zealand,Organic Choco Syrup,1/4/2022,371,229,1.620087336,Jan,2022,Jan-2022,Low,Standard,Others
Kelci Walkden,Canada,After Nines,1/13/2022,16702,198,84.35353535,Jan,2022,Jan-2022,High,High Performer,Others
Van Tuxwell,Australia,Baker's Choco Chips,5/11/2022,13258,32,414.3125,May,2022,May-2022,High,High Performer,Oceania
Husein Augar,New Zealand,Peanut Butter Cubes,2/16/2022,2058,236,8.720338983,Feb,2022,Feb-2022,Low,Standard,Others
Kaine Padly,UK,Caramel Stuffed Bars,5/20/2022,10192,67,152.119403,May,2022,May-2022,High,High Performer,Europe
Jehu Rudeforth,UK,Drinking Coco,2/3/2022,7140,438,16.30136986,Feb,2022,Feb-2022,Meduim,Standard,Europe
Beverie Moffet,India,Manuka Honey Choco,5/6/2022,9835,167,58.89221557,May,2022,May-2022,Meduim,Standard,Asia
Gunar Cockshoot,UK,Choco Coated Almonds,6/30/2022,5775,135,42.77777778,Jun,2022,Jun-2022,Meduim,Standard,Europe
Gunar Cockshoot,UK,Smooth Sliky Salty,3/22/2022,749,148,5.060810811,Mar,2022,Mar-2022,Low,Standard,Europe
Camilla Castle,Canada,Orange Choco,2/17/2022,7770,54,143.8888889,Feb,2022,Feb-2022,Meduim,Standard,Others
Jehu Rudeforth,UK,85% Dark Bars,7/7/2022,5502,64,85.96875,Jul,2022,Jul-2022,Meduim,Standard,Europe
Oby Sorrel,UK,70% Dark Bites,3/16/2022,6223,181,34.38121547,Mar,2022,Mar-2022,Meduim,Standard,Europe
Kelci Walkden,UK,99% Dark & Pure,8/12/2022,3507,114,30.76315789,Aug,2022,Aug-2022,Low,Standard,Europe
Gigi Bohling,New Zealand,After Nines,1/21/2022,5600,181,30.93922652,Jan,2022,Jan-2022,Meduim,Standard,Others
Oby Sorrel,Australia,50% Dark Bites,5/6/2022,721,151,4.774834437,May,2022,May-2022,Low,Standard,Oceania
Oby Sorrel,Canada,50% Dark Bites,6/24/2022,6615,137,48.28467153,Jun,2022,Jun-2022,Meduim,Standard,Others
Barr Faughny,USA,White Choc,5/5/2022,7420,163,45.52147239,May,2022,May-2022,Meduim,Standard,Others
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3/25/2022,3164,84,37.66666667,Mar,2022,Mar-2022,Low,Standard,Others
Curtice Advani,Australia,Caramel Stuffed Bars,2/14/2022,9114,140,65.1,Feb,2022,Feb-2022,Meduim,Standard,Oceania
Curtice Advani,New Zealand,85% Dark Bars,5/12/2022,5404,187,28.89839572,May,2022,May-2022,Meduim,Standard,Others
Barr Faughny,New Zealand,Smooth Sliky Salty,1/25/2022,3990,169,23.60946746,Jan,2022,Jan-2022,Low,Standard,Others
Ches Bonnell,UK,85% Dark Bars,6/28/2022,14924,12,1243.666667,Jun,2022,Jun-2022,High,High Performer,Europe
Dennison Crosswaite,Australia,Drinking Coco,7/13/2022,7091,194,36.55154639,Jul,2022,Jul-2022,Meduim,Standard,Oceania
Roddy Speechley,USA,Milk Bars,5/16/2022,2807,252,11.13888889,May,2022,May-2022,Low,Standard,Others
Jan Morforth,India,After Nines,3/14/2022,6496,168,38.66666667,Mar,2022,Mar-2022,Meduim,Standard,Asia
Gunar Cockshoot,USA,After Nines,8/15/2022,3738,261,14.32183908,Aug,2022,Aug-2022,Low,Standard,Others
Ches Bonnell,India,Orange Choco,2/16/2022,1190,256,4.6484375,Feb,2022,Feb-2022,Low,Standard,Asia
Mallorie Waber,UK,Manuka Honey Choco,6/15/2022,8379,43,194.8604651,Jun,2022,Jun-2022,Meduim,Standard,Europe
Barr Faughny,Australia,Raspberry Choco,5/27/2022,9268,100,92.68,May,2022,May-2022,Meduim,Standard,Oceania
Wilone O'Kielt,USA,Drinking Coco,6/14/2022,1029,98,10.5,Jun,2022,Jun-2022,Low,Standard,Others
Wilone O'Kielt,India,Eclairs,2/25/2022,3549,76,46.69736842,Feb,2022,Feb-2022,Low,Standard,Asia
Wilone O'Kielt,India,After Nines,8/4/2022,12026,262,45.90076336,Aug,2022,Aug-2022,High,High Performer,Asia
Kelci Walkden,India,99% Dark & Pure,6/28/2022,2303,244,9.43852459,Jun,2022,Jun-2022,Low,Standard,Asia
Gunar Cockshoot,Canada,Spicy Special Slims,4/5/2022,13405,12,1117.083333,Apr,2022,Apr-2022,High,High Performer,Others
Madelene Upcott,Canada,Peanut Butter Cubes,7/5/2022,14763,113,130.6460177,Jul,2022,Jul-2022,High,High Performer,Others
Kaine Padly,New Zealand,Eclairs,1/20/2022,12894,48,268.625,Jan,2022,Jan-2022,High,High Performer,Others
Ches Bonnell,New Zealand,Drinking Coco,2/16/2022,8302,131,63.3740458,Feb,2022,Feb-2022,Meduim,Standard,Others
Curtice Advani,UK,Drinking Coco,7/12/2022,455,174,2.614942529,Jul,2022,Jul-2022,Low,Standard,Europe
Kelci Walkden,India,Raspberry Choco,6/16/2022,8183,254,32.21653543,Jun,2022,Jun-2022,Meduim,Standard,Asia
Dotty Strutley,Australia,Choco Coated Almonds,4/13/2022,1645,284,5.792253521,Apr,2022,Apr-2022,Low,Standard,Oceania
Kaine Padly,UK,50% Dark Bites,2/21/2022,3143,67,46.91044776,Feb,2022,Feb-2022,Low,Standard,Europe
Roddy Speechley,Canada,Choco Coated Almonds,5/11/2022,5873,249,23.58634538,May,2022,May-2022,Meduim,Standard,Others
Ches Bonnell,India,50% Dark Bites,4/15/2022,11298,313,36.09584665,Apr,2022,Apr-2022,High,High Performer,Asia
Oby Sorrel,Canada,Peanut Butter Cubes,6/7/2022,12425,167,74.4011976,Jun,2022,Jun-2022,High,High Performer,Others
Oby Sorrel,UK,White Choc,6/27/2022,1715,286,5.996503497,Jun,2022,Jun-2022,Low,Standard,Europe
Barr Faughny,India,After Nines,7/29/2022,8190,109,75.13761468,Jul,2022,Jul-2022,Meduim,Standard,Asia
Wilone O'Kielt,Canada,Smooth Sliky Salty,6/2/2022,4991,166,30.06626506,Jun,2022,Jun-2022,Low,Standard,Others
Rafaelita Blaksland,India,Mint Chip Choco,1/26/2022,15491,85,182.2470588,Jan,2022,Jan-2022,High,High Performer,Asia
Rafaelita Blaksland,Canada,99% Dark & Pure,3/2/2022,5096,142,35.88732394,Mar,2022,Mar-2022,Meduim,Standard,Others
Van Tuxwell,Australia,70% Dark Bites,1/10/2022,7063,104,67.91346154,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Beverie Moffet,USA,70% Dark Bites,6/27/2022,2275,115,19.7826087,Jun,2022,Jun-2022,Low,Standard,Others
Barr Faughny,Canada,Orange Choco,6/30/2022,7602,18,422.3333333,Jun,2022,Jun-2022,Meduim,Standard,Others
Roddy Speechley,Australia,85% Dark Bars,7/8/2022,4200,80,52.5,Jul,2022,Jul-2022,Low,Standard,Oceania
Oby Sorrel,India,Spicy Special Slims,6/8/2022,11137,88,126.5568182,Jun,2022,Jun-2022,High,High Performer,Asia
Jan Morforth,UK,Manuka Honey Choco,8/18/2022,3388,212,15.98113208,Aug,2022,Aug-2022,Low,Standard,Europe
Kaine Padly,Australia,After Nines,4/8/2022,6832,306,22.32679739,Apr,2022,Apr-2022,Meduim,Standard,Oceania
Wilone O'Kielt,Canada,Fruit & Nut Bars,8/8/2022,3437,181,18.98895028,Aug,2022,Aug-2022,Low,Standard,Others
Wilone O'Kielt,UK,Milk Bars,8/26/2022,301,65,4.630769231,Aug,2022,Aug-2022,Low,Standard,Europe
Oby Sorrel,Canada,Fruit & Nut Bars,1/14/2022,1869,158,11.82911392,Jan,2022,Jan-2022,Low,Standard,Others
Dennison Crosswaite,USA,Baker's Choco Chips,8/11/2022,17465,271,64.44649446,Aug,2022,Aug-2022,High,High Performer,Others
Madelene Upcott,USA,Almond Choco,5/31/2022,10143,24,422.625,May,2022,May-2022,High,High Performer,Others
Van Tuxwell,New Zealand,50% Dark Bites,7/11/2022,3626,10,362.6,Jul,2022,Jul-2022,Low,Standard,Others
Karlen McCaffrey,Canada,Caramel Stuffed Bars,3/2/2022,3346,304,11.00657895,Mar,2022,Mar-2022,Low,Standard,Others
Madelene Upcott,Australia,Raspberry Choco,7/13/2022,6321,88,71.82954545,Jul,2022,Jul-2022,Meduim,Standard,Oceania
Rafaelita Blaksland,UK,Spicy Special Slims,8/3/2022,9345,133,70.26315789,Aug,2022,Aug-2022,Meduim,Standard,Europe
Curtice Advani,UK,Peanut Butter Cubes,3/1/2022,15008,165,90.95757576,Mar,2022,Mar-2022,High,High Performer,Europe
Kelci Walkden,New Zealand,White Choc,4/13/2022,7609,150,50.72666667,Apr,2022,Apr-2022,Meduim,Standard,Others
Beverie Moffet,Canada,Fruit & Nut Bars,2/14/2022,10332,180,57.4,Feb,2022,Feb-2022,High,High Performer,Others
Mallorie Waber,India,White Choc,7/26/2022,819,213,3.845070423,Jul,2022,Jul-2022,Low,Standard,Asia
Brien Boise,UK,Drinking Coco,1/27/2022,5754,133,43.26315789,Jan,2022,Jan-2022,Meduim,Standard,Europe
Jehu Rudeforth,India,Peanut Butter Cubes,4/14/2022,28,446,0.062780269,Apr,2022,Apr-2022,Low,Standard,Asia
Oby Sorrel,USA,Almond Choco,5/19/2022,6440,141,45.67375887,May,2022,May-2022,Meduim,Standard,Others
Husein Augar,India,Eclairs,2/9/2022,4956,58,85.44827586,Feb,2022,Feb-2022,Low,Standard,Asia
Brien Boise,UK,Spicy Special Slims,5/25/2022,2352,58,40.55172414,May,2022,May-2022,Low,Standard,Europe
Oby Sorrel,Australia,Manuka Honey Choco,1/26/2022,3906,76,51.39473684,Jan,2022,Jan-2022,Low,Standard,Oceania
Beverie Moffet,India,White Choc,7/4/2022,1813,296,6.125,Jul,2022,Jul-2022,Low,Standard,Asia
Ches Bonnell,India,Almond Choco,4/13/2022,11788,73,161.4794521,Apr,2022,Apr-2022,High,High Performer,Asia
Gigi Bohling,Australia,Smooth Sliky Salty,1/25/2022,5768,119,48.47058824,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Camilla Castle,USA,85% Dark Bars,4/25/2022,2401,78,30.78205128,Apr,2022,Apr-2022,Low,Standard,Others
Camilla Castle,USA,Eclairs,6/10/2022,4515,392,11.51785714,Jun,2022,Jun-2022,Low,Standard,Others
Madelene Upcott,New Zealand,White Choc,8/22/2022,10794,51,211.6470588,Aug,2022,Aug-2022,High,High Performer,Others
Van Tuxwell,India,After Nines,6/27/2022,13706,207,66.21256039,Jun,2022,Jun-2022,High,High Performer,Asia
Husein Augar,India,Orange Choco,6/30/2022,4361,40,109.025,Jun,2022,Jun-2022,Low,Standard,Asia
Jehu Rudeforth,India,Almond Choco,8/30/2022,10122,100,101.22,Aug,2022,Aug-2022,High,High Performer,Asia
Karlen McCaffrey,Australia,Raspberry Choco,8/23/2022,994,57,17.43859649,Aug,2022,Aug-2022,Low,Standard,Oceania
Camilla Castle,New Zealand,99% Dark & Pure,8/26/2022,2268,42,54,Aug,2022,Aug-2022,Low,Standard,Others
Gigi Bohling,Australia,Orange Choco,3/9/2022,574,156,3.679487179,Mar,2022,Mar-2022,Low,Standard,Oceania
Kelci Walkden,UK,Drinking Coco,4/20/2022,1792,23,77.91304348,Apr,2022,Apr-2022,Low,Standard,Europe
Mallorie Waber,Canada,Caramel Stuffed Bars,6/10/2022,4844,539,8.987012987,Jun,2022,Jun-2022,Low,Standard,Others
Husein Augar,Australia,Organic Choco Syrup,2/8/2022,938,158,5.936708861,Feb,2022,Feb-2022,Low,Standard,Oceania
Brien Boise,Australia,White Choc,8/25/2022,4879,22,221.7727273,Aug,2022,Aug-2022,Low,Standard,Oceania
Dotty Strutley,India,Peanut Butter Cubes,2/16/2022,9107,73,124.7534247,Feb,2022,Feb-2022,Meduim,Standard,Asia
Dennison Crosswaite,UK,99% Dark & Pure,5/30/2022,12187,27,451.3703704,May,2022,May-2022,High,High Performer,Europe
Gigi Bohling,New Zealand,50% Dark Bites,6/29/2022,5670,64,88.59375,Jun,2022,Jun-2022,Meduim,Standard,Others
Gigi Bohling,USA,Milk Bars,6/16/2022,476,133,3.578947368,Jun,2022,Jun-2022,Low,Standard,Others
Brien Boise,UK,Caramel Stuffed Bars,3/4/2022,2681,149,17.99328859,Mar,2022,Mar-2022,Low,Standard,Europe
Curtice Advani,New Zealand,Peanut Butter Cubes,3/15/2022,1533,434,3.532258065,Mar,2022,Mar-2022,Low,Standard,Others
Curtice Advani,New Zealand,50% Dark Bites,1/27/2022,9765,85,114.8823529,Jan,2022,Jan-2022,Meduim,Standard,Others
Beverie Moffet,Canada,Drinking Coco,7/5/2022,994,118,8.423728814,Jul,2022,Jul-2022,Low,Standard,Others
Barr Faughny,USA,Caramel Stuffed Bars,3/29/2022,3318,299,11.09698997,Mar,2022,Mar-2022,Low,Standard,Others
Mallorie Waber,Canada,Almond Choco,5/12/2022,4214,35,120.4,May,2022,May-2022,Low,Standard,Others
Oby Sorrel,USA,Drinking Coco,3/11/2022,7714,44,175.3181818,Mar,2022,Mar-2022,Meduim,Standard,Others
Brien Boise,New Zealand,Eclairs,7/11/2022,4690,299,15.68561873,Jul,2022,Jul-2022,Low,Standard,Others
Gunar Cockshoot,New Zealand,Choco Coated Almonds,8/1/2022,13062,62,210.6774194,Aug,2022,Aug-2022,High,High Performer,Others
Gunar Cockshoot,UK,Spicy Special Slims,2/16/2022,12488,200,62.44,Feb,2022,Feb-2022,High,High Performer,Europe
Curtice Advani,USA,After Nines,4/13/2022,14147,235,60.2,Apr,2022,Apr-2022,High,High Performer,Others
Oby Sorrel,India,Choco Coated Almonds,2/14/2022,49,363,0.134986226,Feb,2022,Feb-2022,Low,Standard,Asia
Ches Bonnell,Australia,Peanut Butter Cubes,3/14/2022,10199,68,149.9852941,Mar,2022,Mar-2022,High,High Performer,Oceania
Oby Sorrel,Australia,Spicy Special Slims,4/26/2022,11389,26,438.0384615,Apr,2022,Apr-2022,High,High Performer,Oceania
Jehu Rudeforth,Canada,Manuka Honey Choco,4/5/2022,3584,200,17.92,Apr,2022,Apr-2022,Low,Standard,Others
Camilla Castle,Canada,Drinking Coco,3/3/2022,12481,264,47.27651515,Mar,2022,Mar-2022,High,High Performer,Others
Kaine Padly,USA,Spicy Special Slims,6/13/2022,2107,175,12.04,Jun,2022,Jun-2022,Low,Standard,Others
Marney O'Breen,New Zealand,70% Dark Bites,2/14/2022,8603,352,24.44034091,Feb,2022,Feb-2022,Meduim,Standard,Others
Roddy Speechley,New Zealand,99% Dark & Pure,4/18/2022,7483,183,40.89071038,Apr,2022,Apr-2022,Meduim,Standard,Others
Oby Sorrel,New Zealand,85% Dark Bars,2/1/2022,3381,417,8.107913669,Feb,2022,Feb-2022,Low,Standard,Others
Dotty Strutley,New Zealand,Orange Choco,8/4/2022,2030,146,13.90410959,Aug,2022,Aug-2022,Low,Standard,Others
Andria Kimpton,New Zealand,Almond Choco,4/5/2022,6559,158,41.51265823,Apr,2022,Apr-2022,Meduim,Standard,Others
Karlen McCaffrey,Australia,99% Dark & Pure,1/26/2022,10822,168,64.41666667,Jan,2022,Jan-2022,High,High Performer,Oceania
Kaine Padly,UK,After Nines,1/21/2022,18697,176,106.2329545,Jan,2022,Jan-2022,High,High Performer,Europe
Kaine Padly,Canada,After Nines,8/22/2022,5845,172,33.98255814,Aug,2022,Aug-2022,Meduim,Standard,Others
Kaine Padly,UK,Drinking Coco,1/27/2022,2317,224,10.34375,Jan,2022,Jan-2022,Low,Standard,Europe
Rafaelita Blaksland,UK,50% Dark Bites,2/16/2022,10150,68,149.2647059,Feb,2022,Feb-2022,High,High Performer,Europe
Dotty Strutley,USA,Raspberry Choco,1/3/2022,3437,46,74.7173913,Jan,2022,Jan-2022,Low,Standard,Others
Karlen McCaffrey,USA,White Choc,8/24/2022,4592,2,2296,Aug,2022,Aug-2022,Low,Standard,Others
Oby Sorrel,USA,Spicy Special Slims,2/7/2022,5691,417,13.64748201,Feb,2022,Feb-2022,Meduim,Standard,Others
Mallorie Waber,Australia,Smooth Sliky Salty,2/11/2022,4158,109,38.14678899,Feb,2022,Feb-2022,Low,Standard,Oceania
Kaine Padly,Canada,Organic Choco Syrup,3/29/2022,5684,81,70.17283951,Mar,2022,Mar-2022,Meduim,Standard,Others
Marney O'Breen,USA,Peanut Butter Cubes,6/15/2022,693,350,1.98,Jun,2022,Jun-2022,Low,Standard,Others
Dennison Crosswaite,UK,Smooth Sliky Salty,4/26/2022,546,142,3.845070423,Apr,2022,Apr-2022,Low,Standard,Europe
Brien Boise,Australia,Organic Choco Syrup,7/15/2022,4263,264,16.14772727,Jul,2022,Jul-2022,Low,Standard,Oceania
Beverie Moffet,India,Organic Choco Syrup,6/23/2022,1036,20,51.8,Jun,2022,Jun-2022,Low,Standard,Asia
Dennison Crosswaite,Australia,Baker's Choco Chips,1/11/2022,13846,421,32.88836105,Jan,2022,Jan-2022,High,High Performer,Oceania
Beverie Moffet,UK,50% Dark Bites,2/9/2022,2499,271,9.221402214,Feb,2022,Feb-2022,Low,Standard,Europe
Van Tuxwell,UK,Almond Choco,6/6/2022,10689,204,52.39705882,Jun,2022,Jun-2022,High,High Performer,Europe
Dotty Strutley,UK,Caramel Stuffed Bars,8/10/2022,5768,235,24.54468085,Aug,2022,Aug-2022,Meduim,Standard,Europe
Wilone O'Kielt,Australia,Smooth Sliky Salty,1/4/2022,2226,46,48.39130435,Jan,2022,Jan-2022,Low,Standard,Oceania
Andria Kimpton,Canada,70% Dark Bites,4/8/2022,10262,15,684.1333333,Apr,2022,Apr-2022,High,High Performer,Others
Barr Faughny,UK,Milk Bars,3/2/2022,3864,430,8.986046512,Mar,2022,Mar-2022,Low,Standard,Europe
Van Tuxwell,Canada,Drinking Coco,6/15/2022,4900,709,6.911142454,Jun,2022,Jun-2022,Low,Standard,Others
Jehu Rudeforth,Australia,After Nines,2/14/2022,5250,47,111.7021277,Feb,2022,Feb-2022,Meduim,Standard,Oceania
Husein Augar,UK,After Nines,7/5/2022,3507,380,9.228947368,Jul,2022,Jul-2022,Low,Standard,Europe
Barr Faughny,India,Mint Chip Choco,1/12/2022,7413,465,15.94193548,Jan,2022,Jan-2022,Meduim,Standard,Asia
Curtice Advani,India,Mint Chip Choco,3/3/2022,8155,96,84.94791667,Mar,2022,Mar-2022,Meduim,Standard,Asia
Jehu Rudeforth,New Zealand,Milk Bars,5/18/2022,2478,188,13.18085106,May,2022,May-2022,Low,Standard,Others
Gunar Cockshoot,India,Caramel Stuffed Bars,7/28/2022,2471,202,12.23267327,Jul,2022,Jul-2022,Low,Standard,Asia
Curtice Advani,UK,Manuka Honey Choco,2/7/2022,1666,106,15.71698113,Feb,2022,Feb-2022,Low,Standard,Europe
Andria Kimpton,India,Orange Choco,5/30/2022,301,421,0.714964371,May,2022,May-2022,Low,Standard,Asia
Mallorie Waber,Australia,Raspberry Choco,4/25/2022,8400,27,311.1111111,Apr,2022,Apr-2022,Meduim,Standard,Oceania
Beverie Moffet,Canada,85% Dark Bars,2/16/2022,6139,45,136.4222222,Feb,2022,Feb-2022,Meduim,Standard,Others
Kelci Walkden,Australia,Drinking Coco,5/4/2022,1288,60,21.46666667,May,2022,May-2022,Low,Standard,Oceania
Van Tuxwell,Canada,70% Dark Bites,6/2/2022,7077,77,91.90909091,Jun,2022,Jun-2022,Meduim,Standard,Others
Dennison Crosswaite,USA,Caramel Stuffed Bars,7/11/2022,2317,464,4.993534483,Jul,2022,Jul-2022,Low,Standard,Others
Beverie Moffet,New Zealand,Spicy Special Slims,6/7/2022,63,60,1.05,Jun,2022,Jun-2022,Low,Standard,Others
Jan Morforth,UK,Almond Choco,7/6/2022,9744,157,62.06369427,Jul,2022,Jul-2022,Meduim,Standard,Europe
Husein Augar,India,Raspberry Choco,6/15/2022,9954,154,64.63636364,Jun,2022,Jun-2022,Meduim,Standard,Asia
Dotty Strutley,India,Mint Chip Choco,4/14/2022,1260,239,5.271966527,Apr,2022,Apr-2022,Low,Standard,Asia
Camilla Castle,India,Drinking Coco,8/8/2022,469,163,2.877300613,Aug,2022,Aug-2022,Low,Standard,Asia
Marney O'Breen,UK,Drinking Coco,3/29/2022,973,28,34.75,Mar,2022,Mar-2022,Low,Standard,Europe
Roddy Speechley,Australia,Organic Choco Syrup,7/4/2022,3647,76,47.98684211,Jul,2022,Jul-2022,Low,Standard,Oceania
Ches Bonnell,India,99% Dark & Pure,2/16/2022,455,96,4.739583333,Feb,2022,Feb-2022,Low,Standard,Asia
Rafaelita Blaksland,Canada,Spicy Special Slims,5/2/2022,2520,156,16.15384615,May,2022,May-2022,Low,Standard,Others
Van Tuxwell,India,Eclairs,7/21/2022,10500,106,99.05660377,Jul,2022,Jul-2022,High,High Performer,Asia
Gunar Cockshoot,Australia,99% Dark & Pure,8/18/2022,7952,235,33.83829787,Aug,2022,Aug-2022,Meduim,Standard,Oceania
Kaine Padly,USA,85% Dark Bars,6/22/2022,483,259,1.864864865,Jun,2022,Jun-2022,Low,Standard,Others
Camilla Castle,UK,Peanut Butter Cubes,7/19/2022,4872,126,38.66666667,Jul,2022,Jul-2022,Low,Standard,Europe
Madelene Upcott,UK,Peanut Butter Cubes,8/12/2022,7756,85,91.24705882,Aug,2022,Aug-2022,Meduim,Standard,Europe
Madelene Upcott,USA,Choco Coated Almonds,6/7/2022,5446,132,41.25757576,Jun,2022,Jun-2022,Meduim,Standard,Others
Marney O'Breen,Canada,Peanut Butter Cubes,3/8/2022,6594,91,72.46153846,Mar,2022,Mar-2022,Meduim,Standard,Others
Ches Bonnell,Australia,Choco Coated Almonds,4/8/2022,1470,167,8.80239521,Apr,2022,Apr-2022,Low,Standard,Oceania
Curtice Advani,Canada,Eclairs,5/6/2022,721,203,3.551724138,May,2022,May-2022,Low,Standard,Others
Roddy Speechley,India,Drinking Coco,5/31/2022,4494,11,408.5454545,May,2022,May-2022,Low,Standard,Asia
Van Tuxwell,Australia,Mint Chip Choco,1/13/2022,2674,295,9.06440678,Jan,2022,Jan-2022,Low,Standard,Oceania
Dennison Crosswaite,USA,70% Dark Bites,3/15/2022,658,77,8.545454545,Mar,2022,Mar-2022,Low,Standard,Others
Andria Kimpton,Canada,Peanut Butter Cubes,2/16/2022,1127,319,3.532915361,Feb,2022,Feb-2022,Low,Standard,Others
Gigi Bohling,USA,70% Dark Bites,1/14/2022,7364,196,37.57142857,Jan,2022,Jan-2022,Meduim,Standard,Others
Rafaelita Blaksland,Australia,White Choc,3/21/2022,6818,102,66.84313725,Mar,2022,Mar-2022,Meduim,Standard,Oceania
Roddy Speechley,Canada,Drinking Coco,5/17/2022,6776,312,21.71794872,May,2022,May-2022,Meduim,Standard,Others
Camilla Castle,New Zealand,85% Dark Bars,8/8/2022,15099,55,274.5272727,Aug,2022,Aug-2022,High,High Performer,Others
Madelene Upcott,Canada,Milk Bars,4/26/2022,3612,82,44.04878049,Apr,2022,Apr-2022,Low,Standard,Others
Madelene Upcott,Australia,70% Dark Bites,4/15/2022,3710,260,14.26923077,Apr,2022,Apr-2022,Low,Standard,Oceania
Oby Sorrel,Canada,Eclairs,5/19/2022,6111,591,10.34010152,May,2022,May-2022,Meduim,Standard,Others
Dennison Crosswaite,Canada,Drinking Coco,1/10/2022,2702,24,112.5833333,Jan,2022,Jan-2022,Low,Standard,Others
Mallorie Waber,New Zealand,After Nines,5/4/2022,483,228,2.118421053,May,2022,May-2022,Low,Standard,Others
Roddy Speechley,Canada,White Choc,4/5/2022,5887,268,21.96641791,Apr,2022,Apr-2022,Meduim,Standard,Others
Andria Kimpton,India,After Nines,1/17/2022,952,68,14,Jan,2022,Jan-2022,Low,Standard,Asia
Roddy Speechley,India,Spicy Special Slims,3/22/2022,10647,173,61.5433526,Mar,2022,Mar-2022,High,High Performer,Asia
Dotty Strutley,Australia,White Choc,7/5/2022,6055,93,65.10752688,Jul,2022,Jul-2022,Meduim,Standard,Oceania
Oby Sorrel,Canada,Orange Choco,4/27/2022,8757,338,25.90828402,Apr,2022,Apr-2022,Meduim,Standard,Others
Kaine Padly,Canada,Almond Choco,8/12/2022,6055,73,82.94520548,Aug,2022,Aug-2022,Meduim,Standard,Others
